employee_id,gender,state,city,education_level,birthdate,hiredate,termdate,department,job_title,salary,performance_rating,full_name,status,age
00-31510288,Male,New York,New York City,Bachelor,1994-05-06,2023-03-28,,Sales,Sales Consultant,69552.0,Good,Zachary Crawford,Active,32
00-31516779,Male,New York,Rochester,Bachelor,1974-04-16,2022-04-01,,Operations,Inventory Specialist,65708.0,Excellent,Kevin Robbins,Active,52
00-31517603,Female,North Carolina,Greensboro,Bachelor,1978-07-01,2022-03-15,,Customer Service,Help Desk Technician,72954.0,Good,Jamie Zamora,Active,48
00-31518068,Female,New York,New York City,Bachelor,1998-12-13,2017-02-04,,Customer Service,Customer Service Representative,59606.0,Good,Ryan Flowers,Active,28
00-31520919,Male,New York,Rochester,Bachelor,1985-03-21,2022-07-05,,Finance,Financial Analyst,103770.0,Good,Jasmine Wise,Active,41
00-31527957,Female,New York,Buffalo,Bachelor,2003-07-15,2016-07-01,,Customer Service,Help Desk Technician,82569.0,Satisfactory,Timothy Griffith,Active,23
00-31536347,Female,New York,New York City,High School,1996-08-09,2019-03-07,,Customer Service,Help Desk Technician,75339.0,Excellent,Brian Brooks,Active,30
00-31549640,Male,New York,Buffalo,High School,1996-11-27,2023-04-03,,Customer Service,Customer Service Representative,63480.0,Satisfactory,Steven Garza,Active,30
00-31593437,Male,New York,Buffalo,Bachelor,1998-07-20,2020-07-17,,Sales,Sales Representative,75484.0,Satisfactory,Mark Montgomery,Active,28
00-31596235,Female,New York,New York City,Bachelor,1980-11-30,2022-12-18,,Sales,Sales Consultant,94637.0,Good,John Watson,Active,46
00-31598016,Female,Michigan,Detroit,Bachelor,1967-01-20,2022-08-18,,Finance,Accountant,76901.0,Needs Improvement,Aaron Wilson,Active,59
00-31608767,Male,North Carolina,Greensboro,Master,1979-07-09,2023-08-10,,IT,System Administrator,92360.0,Excellent,Michael Anthony,Active,47
00-31622965,Female,New York,Rochester,Bachelor,1973-09-02,2017-09-25,,Operations,Logistics Coordinator,57010.0,Satisfactory,William Burns,Active,53
00-31653807,Male,Michigan,Grand Rapids,High School,1999-07-16,2017-11-07,,Operations,Inventory Specialist,62432.0,Satisfactory,Kelly Oliver,Active,27
00-31658249,Male,New York,New York City,Bachelor,1986-02-26,2017-10-14,,Sales,Sales Representative,77871.0,Good,Ryan Martin,Active,40
00-31659959,Female,West Virginia,Charleston,Bachelor,1970-01-03,2019-04-22,,Sales,Sales Consultant,70052.0,Satisfactory,Kristi Bailey,Active,56
00-31666421,Female,Virginia,Norfolk,Bachelor,2002-05-02,2015-03-01,,Operations,Logistics Coordinator,59116.0,Satisfactory,Andrew Martin,Active,24
00-31672470,Male,New York,New York City,Bachelor,1981-03-04,2016-09-15,,Operations,Inventory Specialist,72087.0,Satisfactory,Nicole Medina,Active,45
00-31673059,Male,Pennsylvania,Allentown,Bachelor,1999-04-08,2024-04-14,,Sales,Sales Representative,70282.0,Good,Joseph Gregory,Active,27
00-31684442,Female,New York,New York City,Bachelor,1973-07-27,2023-04-19,,Operations,Logistics Coordinator,66086.0,Satisfactory,Daniel Wells,Active,53
00-31706187,Male,Michigan,Detroit,Bachelor,1973-05-02,2020-03-29,,Customer Service,Customer Service Representative,71212.0,Good,Arthur Lam,Active,53
00-31720358,Male,New York,New York City,High School,1970-05-20,2015-11-24,,Operations,Inventory Specialist,68085.0,Good,Gregory Anderson,Active,56
00-31721638,Male,Pennsylvania,Allentown,Bachelor,1983-01-10,2024-08-08,,IT,IT Support Specialist,67526.0,Satisfactory,Hunter Moore,Active,43
00-31726408,Male,New York,Rochester,Bachelor,1975-01-27,2019-03-04,,Operations,Inventory Specialist,68636.0,Good,Amber Smith,Active,51
00-31738837,Male,North Carolina,Greensboro,Master,1999-04-15,2018-03-04,2021-07-27,Sales,Sales Consultant,77094.0,Excellent,Wesley Barnes,Terminated,27
00-31763610,Female,Pennsylvania,Allentown,Bachelor,1981-04-04,2017-10-21,,Operations,Logistics Coordinator,58139.0,Needs Improvement,Gary Bentley,Active,45
00-31770277,Male,New York,Rochester,Bachelor,1993-01-19,2017-03-29,,Operations,Inventory Specialist,63749.0,Excellent,Laurie Wilkinson,Active,33
00-31770432,Female,New York,Rochester,Bachelor,1997-05-20,2017-09-17,,IT,IT Support Specialist,56000.0,Needs Improvement,Aimee Brewer,Active,29
00-31779411,Female,New York,Buffalo,Bachelor,1983-05-02,2024-06-11,,Marketing,Marketing Coordinator,62255.0,Satisfactory,John Taylor,Active,43
00-31784381,Male,Pennsylvania,Philadelphia,Bachelor,1994-11-30,2022-08-09,,Operations,Operations Analyst,93125.0,Excellent,Brandon Flores,Active,32
00-31793431,Male,New York,Rochester,High School,1979-10-04,2015-02-20,,Customer Service,Support Specialist,58351.0,Satisfactory,Paige Mendoza,Active,47
00-31810617,Male,Virginia,Virginia Beach,Bachelor,1998-02-03,2024-04-26,2024-10-23,Marketing,Content Creator,65358.0,Needs Improvement,Alan Montoya,Terminated,28
00-31810655,Female,New York,New York City,High School,2003-12-18,2019-10-20,2021-12-28,HR,Recruiter,65022.0,Needs Improvement,Amy King,Terminated,23
00-31813769,Male,Michigan,Warren,Bachelor,1995-12-17,2017-12-07,,Sales,Sales Specialist,89936.0,Satisfactory,Phillip Finley,Active,31
00-31843350,Male,New York,Buffalo,Bachelor,1977-03-16,2019-02-25,,Customer Service,Help Desk Technician,69165.0,Good,Brett Miller,Active,49
00-31843423,Female,Michigan,Detroit,High School,1966-06-05,2015-09-27,,Operations,Inventory Specialist,54032.0,Needs Improvement,Joseph Rivera,Active,60
00-31851520,Female,West Virginia,Huntington,Bachelor,1993-05-28,2022-02-28,,Sales,Sales Representative,70743.0,Good,Michael Burke,Active,33
00-31858604,Female,Michigan,Warren,High School,2001-04-01,2020-03-04,,Customer Service,Help Desk Technician,55955.0,Good,Courtney Miller,Active,25
00-31866570,Female,New York,Buffalo,Bachelor,1989-12-28,2023-12-10,,Customer Service,Help Desk Technician,56676.0,Good,James Thompson,Active,37
00-31878126,Male,New York,Rochester,High School,1985-09-17,2024-11-22,,Customer Service,Customer Service Representative,59771.0,Satisfactory,John Molina,Active,41
00-31881401,Female,New York,Buffalo,Bachelor,1999-07-18,2016-08-18,,Operations,Logistics Coordinator,56804.0,Satisfactory,Harold Carlson,Active,27
00-31898382,Female,New York,Buffalo,Bachelor,1998-10-04,2016-12-14,,Operations,Operations Analyst,73248.0,Satisfactory,Angela Smith,Active,28
00-31901903,Male,Ohio,Columbus,Bachelor,1984-11-04,2024-02-03,,Operations,Logistics Coordinator,61847.0,Good,Luis Sanchez,Active,42
00-31905860,Male,New York,Buffalo,Master,1985-01-08,2020-03-11,,IT,Software Developer,97458.0,Satisfactory,Jennifer Pierce,Active,41
00-31910386,Male,New York,Rochester,Bachelor,1971-06-12,2024-04-17,,Sales,Sales Representative,68112.0,Good,James Jensen,Active,55
00-31911949,Female,New York,New York City,Master,1987-05-26,2019-01-01,,IT,Software Developer,103131.0,Good,Douglas Alvarez,Active,39
00-31924339,Male,New York,New York City,High School,1983-09-21,2017-04-02,,Customer Service,Support Specialist,60861.0,Excellent,John Moreno,Active,43
00-31927086,Male,Ohio,Cincinnati,Bachelor,1986-04-10,2017-06-29,,IT,Software Developer,106348.0,Satisfactory,Bryan Burton,Active,40
00-31950353,Male,Illinois,Aurora,Bachelor,1983-07-30,2019-04-09,,Customer Service,Help Desk Technician,94030.0,Good,Pamela Rubio,Active,43
00-31997576,Male,North Carolina,Raleigh,Bachelor,1981-01-01,2018-12-24,,Customer Service,Support Specialist,63712.0,Needs Improvement,Travis Young,Active,45
00-31999265,Male,Michigan,Grand Rapids,Bachelor,1991-12-12,2018-06-02,,Operations,Operations Manager,103002.0,Satisfactory,Rebecca Fisher,Active,35
00-32006802,Male,New York,Buffalo,Bachelor,1969-09-04,2017-11-03,,Customer Service,Support Specialist,65516.0,Good,Joyce Davis,Active,57
00-32010905,Male,New York,New York City,Bachelor,1995-11-25,2022-05-03,,Customer Service,Help Desk Technician,87902.0,Good,Melanie Watson,Active,31
00-32031067,Female,New York,New York City,PhD,1975-07-25,2020-07-13,,Sales,Sales Specialist,100007.0,Excellent,Melanie Young,Active,51
00-32038057,Male,Michigan,Detroit,High School,1971-02-15,2022-12-20,,Marketing,Content Creator,58318.0,Needs Improvement,Calvin Cooper,Active,55
00-32068284,Male,Pennsylvania,Philadelphia,Bachelor,2001-03-01,2017-12-28,,Operations,Inventory Specialist,63790.0,Satisfactory,Laura Beard,Active,25
00-32069861,Male,New York,New York City,Bachelor,1987-08-28,2017-08-09,,HR,HR Coordinator,67428.0,Satisfactory,Kristopher Baldwin,Active,39
00-32095445,Female,New York,Buffalo,Bachelor,1989-07-16,2016-01-26,,Marketing,Content Creator,55998.0,Excellent,Eric Lee,Active,37
00-32109952,Female,New York,New York City,Bachelor,1960-07-31,2022-10-24,,Sales,Sales Representative,59142.0,Good,Casey Harris,Active,66
00-32110051,Female,Ohio,Cleveland,Bachelor,1969-12-23,2017-11-06,,Operations,Inventory Specialist,59002.0,Needs Improvement,Judith Salas,Active,57
00-32112320,Female,New York,Buffalo,PhD,1982-12-31,2022-04-04,,Sales,Sales Specialist,83770.0,Good,James Gregory,Active,44
00-32121080,Female,New York,New York City,PhD,1985-09-14,2015-09-30,,Finance,Financial Analyst,110477.0,Good,Mary Graham,Active,41
00-32162965,Male,New York,New York City,High School,1983-09-16,2017-12-25,2018-12-07,Operations,Inventory Specialist,58830.0,Needs Improvement,Evan Ashley,Terminated,43
00-32174293,Female,New York,New York City,Master,1977-04-18,2018-09-09,,IT,Software Developer,105838.0,Satisfactory,Ashley Moore,Active,49
00-32180457,Male,Illinois,Chicago,Bachelor,2001-11-22,2024-04-27,,Sales,Sales Representative,72795.0,Good,Laura Duncan,Active,25
00-32225454,Male,New York,Rochester,Bachelor,1983-02-19,2016-04-21,,IT,IT Support Specialist,69332.0,Good,Gloria Weber,Active,43
00-32226983,Female,New York,Buffalo,Bachelor,1985-04-29,2024-12-14,,Operations,Logistics Coordinator,55729.0,Excellent,Steven Perry,Active,41
00-32233584,Male,New York,New York City,Master,2003-08-05,2023-12-25,,Sales,Sales Specialist,57964.0,Satisfactory,Jessica Goodwin,Active,23
00-32259144,Male,Virginia,Norfolk,Bachelor,2003-02-17,2022-06-25,,Customer Service,Support Specialist,66634.0,Good,Lawrence Brown,Active,23
00-32269779,Male,New York,New York City,Bachelor,1992-07-02,2017-07-09,2018-01-05,Marketing,Marketing Coordinator,73622.0,Good,Troy Nguyen,Terminated,34
00-32270634,Female,New York,New York City,Bachelor,1970-10-05,2018-01-23,,Sales,Sales Representative,73708.0,Good,Aaron Joyce,Active,56
00-32272814,Female,New York,Rochester,Bachelor,1979-09-03,2015-08-08,,Operations,Inventory Specialist,57828.0,Excellent,Donald Wright,Active,47
00-32286339,Male,West Virginia,Huntington,Bachelor,1987-06-15,2023-07-12,,Operations,Inventory Specialist,63798.0,Satisfactory,Gregory Miller,Active,39
00-32328873,Female,Michigan,Detroit,Bachelor,1999-06-25,2021-10-02,,Marketing,Marketing Coordinator,69676.0,Needs Improvement,Cassandra French,Active,27
00-32329103,Male,West Virginia,Huntington,High School,1981-04-01,2022-03-10,2022-09-06,Customer Service,Help Desk Technician,67455.0,Needs Improvement,Barbara Hines,Terminated,45
00-32345030,Female,Pennsylvania,Pittsburgh,High School,1991-09-14,2024-07-22,,Marketing,Content Creator,64143.0,Excellent,Christopher Day,Active,35
00-32388767,Female,Michigan,Warren,Bachelor,1989-09-26,2023-01-16,,Operations,Logistics Coordinator,61904.0,Satisfactory,Jessica Crosby,Active,37
00-32396888,Male,Michigan,Grand Rapids,Bachelor,1989-01-15,2019-07-02,,Sales,Sales Representative,71911.0,Good,James White,Active,37
00-32403250,Male,New York,Buffalo,Bachelor,1981-06-20,2024-10-30,,Operations,Logistics Coordinator,65341.0,Needs Improvement,Michelle Allen,Active,45
00-32409388,Male,New York,New York City,Master,1970-01-15,2018-01-11,2018-08-20,Sales,Sales Specialist,85379.0,Good,Hector Saunders,Terminated,56
00-32420703,Male,New York,New York City,Bachelor,1983-04-09,2015-06-11,,Operations,Logistics Coordinator,67466.0,Good,Alicia Duncan,Active,43
00-32436477,Female,New York,New York City,Master,1988-04-11,2024-12-11,,Operations,Operations Analyst,92159.0,Good,Danielle Jones,Active,38
00-32448383,Male,New York,New York City,High School,2004-02-04,2016-08-12,2022-12-18,Operations,Inventory Specialist,60965.0,Needs Improvement,Jose Donovan,Terminated,22
00-32455261,Male,New York,Rochester,PhD,1978-02-14,2022-12-25,,Sales,Sales Consultant,94196.0,Excellent,Jessica Campbell,Active,48
00-32457056,Male,New York,New York City,Bachelor,1983-12-19,2017-10-21,,Sales,Sales Representative,76606.0,Good,Janet Holland,Active,43
00-32467106,Female,New York,Rochester,Bachelor,1993-07-07,2019-01-27,,Customer Service,Support Specialist,62804.0,Satisfactory,Kimberly Ramirez,Active,33
00-32472549,Male,North Carolina,Charlotte,Bachelor,1975-10-05,2020-03-09,,Finance,Accountant,78745.0,Good,Rodney Thomas,Active,51
00-32482565,Male,New York,Rochester,Bachelor,1990-12-07,2015-10-09,,Operations,Logistics Coordinator,59624.0,Satisfactory,Susan Davis,Active,36
00-32491607,Male,New York,New York City,Bachelor,1997-04-27,2021-09-28,,Customer Service,Support Specialist,64058.0,Good,William Robles,Active,29
00-32502892,Male,Michigan,Warren,Master,1987-06-02,2017-02-07,,Operations,Operations Analyst,67391.0,Good,Jessica Diaz,Active,39
00-32505538,Female,New York,New York City,Bachelor,1972-04-21,2024-04-14,,Operations,Inventory Specialist,64240.0,Good,Bethany Grant,Active,54
00-32509513,Female,New York,Rochester,High School,1986-04-25,2024-07-13,,Operations,Inventory Specialist,57625.0,Satisfactory,Erin Rowland,Active,40
00-32518072,Female,Illinois,Aurora,Master,1984-08-07,2017-03-07,,Sales,Sales Specialist,89688.0,Needs Improvement,Brittney Henderson,Active,42
00-32531664,Female,Michigan,Warren,Master,2001-08-14,2020-07-18,,IT,IT Manager,94154.0,Satisfactory,David Ellis,Active,25
00-32560859,Male,New York,New York City,High School,1995-12-25,2022-01-21,,Customer Service,Help Desk Technician,69354.0,Satisfactory,John Garcia,Active,31
00-32561918,Female,New York,Rochester,Bachelor,1970-01-12,2015-12-14,,Sales,Sales Representative,61875.0,Good,Jack Brown,Active,56
00-32569515,Female,New York,Rochester,Bachelor,1970-08-16,2017-01-24,,Operations,Inventory Specialist,57270.0,Good,Laura Palmer,Active,56
00-32573757,Female,New York,Rochester,PhD,1980-01-19,2015-04-22,,Sales,Sales Specialist,78434.0,Good,Teresa Kim,Active,46
00-32581930,Female,North Carolina,Charlotte,Bachelor,1994-08-19,2016-01-05,,Operations,Inventory Specialist,59879.0,Satisfactory,Matthew Johnson,Active,32
00-32599227,Female,Michigan,Detroit,Master,1983-02-20,2018-09-14,2022-03-22,Sales,Sales Specialist,77284.0,Excellent,Sarah Durham,Terminated,43
00-32617447,Male,Michigan,Grand Rapids,High School,1981-01-03,2015-02-09,,Customer Service,Support Specialist,67511.0,Needs Improvement,Patricia Johnson,Active,45
00-32634412,Male,New York,New York City,Bachelor,1971-02-02,2015-04-25,,Operations,Inventory Specialist,63477.0,Satisfactory,Diane Grant,Active,55
00-32641668,Male,North Carolina,Charlotte,Master,1988-01-23,2023-04-26,,Sales,Sales Specialist,71972.0,Good,Jackie Farrell,Active,38
00-32642542,Male,North Carolina,Charlotte,PhD,1994-12-24,2017-05-21,,Sales,Sales Specialist,64156.0,Good,Cynthia Arroyo,Active,32
00-32650041,Male,New York,New York City,Bachelor,1997-04-25,2015-04-30,,Finance,Accounts Payable Specialist,60322.0,Excellent,Bryan Fernandez,Active,29
00-32657392,Female,New York,Rochester,High School,1967-09-26,2017-09-28,,Marketing,SEO Specialist,77404.0,Good,James Coleman,Active,59
00-32676550,Male,Pennsylvania,Pittsburgh,High School,1975-04-12,2018-01-06,,Customer Service,Help Desk Technician,75835.0,Satisfactory,Tom Diaz,Active,51
00-32679569,Male,New York,New York City,High School,1985-06-09,2017-08-11,,IT,IT Support Specialist,63781.0,Good,Calvin Roberts,Active,41
00-32704265,Male,New York,Rochester,Bachelor,1977-05-17,2022-01-10,,Customer Service,Support Specialist,61295.0,Satisfactory,Scott Herrera,Active,49
00-32708438,Male,New York,New York City,Bachelor,1976-10-24,2016-10-20,,Operations,Logistics Coordinator,73722.0,Excellent,Carl Contreras,Active,50
00-32711457,Male,Michigan,Grand Rapids,Bachelor,2001-01-21,2023-07-12,,Operations,Inventory Specialist,68383.0,Good,Christina Jenkins,Active,25
00-32725647,Male,New York,Rochester,Master,1982-03-20,2017-01-17,,Sales,Sales Manager,118447.0,Needs Improvement,David Kim,Active,44
00-32779572,Male,New York,Buffalo,Bachelor,1990-07-23,2015-07-26,,Marketing,SEO Specialist,82985.0,Satisfactory,Jill Wagner,Active,36
00-32782148,Female,New York,New York City,Bachelor,1988-10-06,2017-05-28,,Operations,Inventory Specialist,57860.0,Good,James Franklin,Active,38
00-32791279,Female,New York,Buffalo,Bachelor,1997-10-13,2018-03-21,,Operations,Logistics Coordinator,57436.0,Satisfactory,George Davis,Active,29
00-32808354,Female,New York,Rochester,Bachelor,1982-11-13,2020-09-06,,Finance,Accounts Payable Specialist,55336.0,Needs Improvement,Ashley Herrera,Active,44
00-32833506,Female,North Carolina,Charlotte,High School,1970-04-26,2024-01-15,,Marketing,SEO Specialist,82118.0,Needs Improvement,Shannon Forbes,Active,56
00-32837888,Male,New York,Buffalo,High School,1988-07-17,2020-12-10,,Operations,Inventory Specialist,63408.0,Satisfactory,Wesley Butler,Active,38
00-32848229,Male,New York,Buffalo,Bachelor,1974-09-17,2018-03-01,,Sales,Sales Representative,63287.0,Excellent,Brian Patrick,Active,52
00-32862463,Female,New York,Buffalo,Bachelor,1978-12-03,2024-09-28,,Customer Service,Support Specialist,54728.0,Excellent,Thomas Barrett,Active,48
00-32862496,Female,North Carolina,Charlotte,PhD,1967-10-19,2016-04-12,,Sales,Sales Manager,111012.0,Good,James Valenzuela,Active,59
00-32869853,Male,New York,Rochester,Master,1966-03-24,2020-06-06,,Operations,Operations Analyst,57690.0,Satisfactory,Phyllis Perez,Active,60
00-32880719,Female,New York,Rochester,Bachelor,1981-01-15,2015-09-03,,IT,Software Developer,96097.0,Needs Improvement,Laurie Gordon,Active,45
00-32883633,Female,New York,Rochester,High School,1985-03-15,2017-06-21,,Customer Service,Customer Service Representative,63307.0,Excellent,Laura Cole,Active,41
00-32885741,Male,New York,New York City,Bachelor,1986-10-21,2020-04-24,2023-04-02,Operations,Logistics Coordinator,62992.0,Excellent,Wanda White,Terminated,40
00-32897636,Male,Pennsylvania,Philadelphia,Bachelor,1979-01-23,2023-10-23,,Finance,Financial Analyst,98972.0,Satisfactory,Matthew Nelson,Active,47
00-32898616,Female,New York,New York City,Bachelor,1987-01-08,2015-10-28,,Customer Service,Support Specialist,53920.0,Satisfactory,Sarah Carlson,Active,39
00-32913930,Male,New York,Buffalo,Bachelor,1994-05-10,2021-05-26,,IT,Software Developer,97249.0,Satisfactory,Megan Crane,Active,32
00-32913980,Male,New York,Rochester,Bachelor,1964-12-28,2016-11-17,,Operations,Logistics Coordinator,69605.0,Good,Jose Shields,Active,62
00-32914336,Male,Illinois,Aurora,Bachelor,1975-04-02,2022-04-27,,Finance,Accountant,80817.0,Good,Melissa Luna,Active,51
00-32915798,Female,New York,New York City,Bachelor,1970-08-09,2022-11-20,,Operations,Logistics Coordinator,66776.0,Good,Amber Newman,Active,56
00-32924595,Female,Virginia,Norfolk,High School,1972-07-22,2017-06-22,,IT,IT Support Specialist,62938.0,Needs Improvement,John Wise,Active,54
00-32925528,Female,New York,Buffalo,Bachelor,1988-01-27,2023-02-14,,Marketing,SEO Specialist,55181.0,Good,Michele Garcia,Active,38
00-32950147,Male,Michigan,Warren,High School,1976-07-31,2020-07-27,,Customer Service,Help Desk Technician,72164.0,Satisfactory,Andrea Morgan,Active,50
00-32966973,Male,New York,New York City,PhD,1965-02-27,2019-10-21,,Sales,Sales Consultant,87294.0,Good,James Bartlett,Active,61
00-32986505,Female,Michigan,Grand Rapids,High School,1982-11-19,2017-07-15,,Customer Service,Help Desk Technician,77150.0,Good,Ryan Hudson,Active,44
00-33022123,Female,New York,New York City,Bachelor,1981-03-01,2016-10-24,,IT,Software Developer,82402.0,Good,Alan Foley,Active,45
00-33032191,Male,New York,Buffalo,Bachelor,1977-10-16,2019-07-06,,Sales,Sales Specialist,87683.0,Good,Carlos Williams,Active,49
00-33037865,Male,Ohio,Cincinnati,Master,1963-07-30,2019-04-30,,IT,Software Developer,96564.0,Excellent,Edward Mccormick,Active,63
00-33042106,Female,New York,Buffalo,Bachelor,1970-02-10,2017-05-14,,Sales,Sales Specialist,84259.0,Needs Improvement,James Rose,Active,56
00-33050625,Female,Pennsylvania,Pittsburgh,Bachelor,1999-12-05,2016-02-19,,Operations,Inventory Specialist,61302.0,Excellent,Edwin Gonzalez,Active,27
00-33052880,Female,Pennsylvania,Philadelphia,High School,1987-05-15,2020-01-03,,Operations,Inventory Specialist,61778.0,Good,Laura Jensen,Active,39
00-33057873,Female,New York,Rochester,Bachelor,2001-05-15,2022-10-26,,Sales,Sales Representative,64414.0,Satisfactory,Melissa Silva,Active,25
00-33058100,Male,New York,Rochester,Bachelor,1997-06-12,2024-03-03,,Operations,Inventory Specialist,63939.0,Excellent,Chad Johnson,Active,29
00-33093235,Female,New York,Buffalo,Bachelor,1979-04-22,2023-05-21,,IT,System Administrator,89774.0,Good,John Saunders,Active,47
00-33101632,Female,New York,New York City,Bachelor,2001-09-25,2015-05-29,,Customer Service,Support Specialist,53570.0,Good,Lisa Singleton,Active,25
00-33103570,Male,New York,New York City,Bachelor,2003-01-18,2021-06-11,,Operations,Logistics Coordinator,67034.0,Satisfactory,Joseph Vaughn,Active,23
00-33114350,Female,New York,New York City,Bachelor,1998-12-30,2024-07-07,,Operations,Logistics Coordinator,57363.0,Good,Sarah Thomas,Active,28
00-33118870,Female,Michigan,Detroit,Master,1993-04-30,2021-06-27,,Sales,Sales Specialist,85856.0,Good,Jacob Mason,Active,33
00-33119000,Female,Michigan,Detroit,Bachelor,1959-12-05,2017-06-03,,Marketing,Content Creator,63615.0,Needs Improvement,Elizabeth Riley,Active,67
00-33136216,Male,New York,Buffalo,Bachelor,2002-10-17,2023-10-26,,Operations,Logistics Coordinator,60387.0,Satisfactory,Justin Boyd,Active,24
00-33141548,Female,Pennsylvania,Pittsburgh,Master,1999-04-13,2018-03-20,,IT,Software Developer,107180.0,Satisfactory,Alexandria Perez,Active,27
00-33141819,Male,New York,Buffalo,High School,1963-09-06,2017-06-11,,Operations,Inventory Specialist,59537.0,Satisfactory,Austin Zavala,Active,63
00-33143904,Male,New York,Buffalo,High School,1972-11-05,2017-12-22,,Operations,Inventory Specialist,67523.0,Satisfactory,Jennifer Bender,Active,54
00-33150209,Female,New York,Rochester,High School,1976-02-24,2024-08-30,,Customer Service,Help Desk Technician,76962.0,Excellent,Brian Rodriguez,Active,50
00-33150813,Female,New York,New York City,Bachelor,1992-04-05,2022-06-10,,Operations,Logistics Coordinator,58353.0,Good,Dwayne Simmons,Active,34
00-33159530,Male,Michigan,Grand Rapids,Bachelor,1998-02-28,2024-05-09,,Customer Service,Customer Service Representative,64383.0,Good,Glenn Salinas,Active,28
00-33167793,Female,Michigan,Grand Rapids,High School,1977-12-17,2017-05-31,,Operations,Inventory Specialist,57328.0,Satisfactory,Lori Jones,Active,49
00-33174916,Male,New York,Buffalo,Bachelor,1980-02-13,2015-05-27,,Sales,Sales Consultant,94516.0,Good,Kim Tucker,Active,46
00-33193791,Male,New York,New York City,Bachelor,1979-11-01,2018-05-30,2021-12-22,Operations,Inventory Specialist,59856.0,Satisfactory,Todd Lee,Terminated,47
00-33205676,Female,New York,Rochester,Master,1978-05-19,2023-07-23,,IT,Software Developer,88384.0,Excellent,Kevin Rosales,Active,48
00-33214233,Male,New York,New York City,Bachelor,1995-07-08,2017-07-27,,Sales,Sales Representative,60139.0,Satisfactory,Heather Mason,Active,31
00-33226296,Female,Virginia,Norfolk,Bachelor,1988-05-07,2018-03-06,,Sales,Sales Specialist,69328.0,Satisfactory,Brittney Lopez,Active,38
00-33246598,Male,New York,New York City,High School,1983-02-21,2021-01-18,,Customer Service,Help Desk Technician,65947.0,Needs Improvement,Harry Brock,Active,43
00-33255779,Male,New York,Rochester,Master,1988-01-08,2023-07-10,,Operations,Operations Analyst,71222.0,Excellent,Collin Williams,Active,38
00-33260196,Male,New York,New York City,Bachelor,1986-05-10,2020-10-19,,Customer Service,Support Specialist,59343.0,Good,Kristy Martinez,Active,40
00-33281964,Female,New York,New York City,Bachelor,1998-12-16,2017-11-15,,Operations,Logistics Coordinator,59361.0,Good,John Collins,Active,28
00-33291610,Female,New York,Rochester,Master,1994-01-16,2019-01-26,,Operations,Operations Analyst,77833.0,Excellent,Sara Levine,Active,32
00-33315234,Male,New York,New York City,Bachelor,2000-02-08,2017-11-11,2022-12-28,Sales,Sales Consultant,81762.0,Good,Kimberly Young,Terminated,26
00-33315937,Male,Michigan,Grand Rapids,Bachelor,1987-09-26,2019-04-21,,Sales,Sales Representative,68550.0,Satisfactory,Gregory Wright,Active,39
00-33334187,Male,Pennsylvania,Pittsburgh,PhD,1959-12-15,2022-09-16,,Sales,Sales Consultant,73294.0,Good,Ashlee Love,Active,67
00-33336132,Female,New York,New York City,Bachelor,2003-03-14,2015-11-25,2022-11-29,Operations,Inventory Specialist,61566.0,Needs Improvement,Brenda Bailey,Terminated,23
00-33357554,Male,New York,New York City,Master,1998-09-09,2021-10-13,2022-04-11,Sales,Sales Specialist,75850.0,Excellent,Robert Santiago,Terminated,28
00-33381086,Male,Michigan,Grand Rapids,Bachelor,1989-04-26,2022-01-30,2024-09-06,Operations,Inventory Specialist,59751.0,Needs Improvement,Courtney Brooks,Terminated,37
00-33389105,Female,Illinois,Chicago,Bachelor,1963-10-11,2024-11-17,,Sales,Sales Specialist,61138.0,Good,Brandon White,Active,63
00-33391451,Female,Michigan,Detroit,High School,1970-01-07,2024-12-24,,Operations,Inventory Specialist,65172.0,Satisfactory,Lee Rogers,Active,56
00-33392072,Female,New York,New York City,Bachelor,2000-06-18,2018-02-22,,Sales,Sales Consultant,82992.0,Satisfactory,Benjamin Moore,Active,26
00-33398252,Male,Virginia,Virginia Beach,High School,1998-03-16,2019-08-10,,Customer Service,Customer Service Representative,62556.0,Satisfactory,David Martin,Active,28
00-33426205,Female,New York,New York City,Master,1974-07-26,2024-05-19,,Sales,Sales Specialist,80434.0,Excellent,James Weaver,Active,52
00-33436273,Female,Michigan,Warren,Bachelor,1988-04-12,2024-08-20,,Operations,Logistics Coordinator,59906.0,Good,Matthew Moore,Active,38
00-33448079,Male,New York,New York City,Bachelor,1991-11-16,2023-05-17,,IT,Software Developer,92170.0,Good,Brittany Warner,Active,35
00-33461307,Male,New York,New York City,PhD,1987-05-20,2019-02-19,,Sales,Sales Specialist,70407.0,Excellent,Beth Cross,Active,39
00-33481693,Female,New York,New York City,High School,1979-12-17,2017-02-27,,Operations,Inventory Specialist,59138.0,Needs Improvement,Debra Watkins,Active,47
00-33497411,Male,New York,New York City,Bachelor,1975-05-05,2016-05-04,2020-03-23,Customer Service,Customer Service Representative,70991.0,Needs Improvement,Theodore Ortiz,Terminated,51
00-33504891,Female,New York,Buffalo,Bachelor,1963-03-01,2023-02-15,,Customer Service,Support Specialist,55569.0,Good,Catherine Huber,Active,63
00-33505978,Male,New York,New York City,Bachelor,1969-05-26,2021-08-07,2023-05-07,Operations,Inventory Specialist,70361.0,Satisfactory,William Burns,Terminated,57
